user_id,name,age,gender,target_gender,location,occupation,anxiety,avoidance,Lifestyle,Arts & Creativity,Music,Movies & Shows,Intellectual & Learning,Food & Drinks,Sports & Outdoor,Gaming & Digital,Travel & Culture,Personality & Values,Relationship Intent
488.0,Hansani,40.0,Female,Male,Matara,Nurse,2.29,4.73,"[""Vegetarian"", ""Pet Lover"", ""Gym""]","[""Poetry""]","[""Playing Instruments"", ""EDM""]","[""Documentaries"", ""Romance"", ""Horror""]","[""History"", ""Philosophy""]","[""Wine""]","[""Adventure Sports"", ""Cricket"", ""Football""]","[""PC Gaming"", ""Web3""]","[""Luxury Travel"", ""Road Trips""]","[""Environmentalist"", ""Family-Oriented"", ""Career-Focused""]","[""Casual Dating""]"
489.0,Charith Alwis,30.0,Female,Male,Kegalle,Electrician,3.68,1.0,"[""Vegan"", ""Meditation""]","[""Graphic Design"", ""Filmmaking"", ""Painting""]","[""Pop"", ""Classical""]","[""Sitcoms"", ""K-Dramas""]","[""Startups"", ""AI & Machine Learning"", ""Books & Reading""]","[""Spicy Food"", ""Street Food"", ""Craft Beer""]","[""Camping"", ""Cycling"", ""Adventure Sports"", ""Cricket""]","[""Crypto""]","[""Luxury Travel"", ""Languages""]","[""Spiritual"", ""Environmentalist""]","[""Still Figuring It Out""]"
490.0,Lahiru Ratnayake,25.0,Female,Male,Matara,Bank Officer,4.08,5.25,"[""Vegetarian""]","[""Graphic Design"", ""Photography"", ""Poetry""]","[""Pop"", ""Indie""]","[""Documentaries"", ""Horror"", ""Anime""]","[""History"", ""Books & Reading"", ""Philosophy"", ""Science""]","[""Spicy Food"", ""Fine Dining""]","[""Football""]","[""Web3""]","[""Languages""]","[""Career-Focused"", ""Spiritual"", ""Religious"", ""Environmentalist""]","[""Still Figuring It Out""]"
491.0,Ravindu Gunawardena,37.0,Female,Male,Galle,Software Developer,5.51,3.2,"[""Night Owl""]","[""Fashion"", ""Filmmaking""]","[""Classical""]","[""Romance"", ""Thriller"", ""Sci-Fi"", ""Documentaries""]","[""Books & Reading"", ""Self-Improvement""]","[""Baking"", ""Fine Dining"", ""Street Food""]","[""Football"", ""Surfing"", ""Adventure Sports"", ""Cricket""]","[""Web3"", ""Board Games"", ""Console Gaming""]","[""Beaches""]","[""Spiritual"", ""Atheist"", ""Environmentalist""]","[""Marriage""]"
492.0,Malith,18.0,Male,Female,Monaragala,Lawyer,1.12,1.62,"[""Digital Nomad""]","[""Photography""]","[""Hip-Hop"", ""EDM"", ""K-Pop"", ""Singing""]","[""Anime"", ""Documentaries"", ""Sci-Fi""]","[""History"", ""Technology"", ""Psychology""]","[""Street Food"", ""Wine"", ""Spicy Food""]","[""Cycling""]","[""eSports"", ""Dungeons & Dragons"", ""PC Gaming"", ""Board Games""]","[""Languages"", ""Luxury Travel"", ""Road Trips"", ""Mountains""]","[""Environmentalist"", ""Feminist"", ""Atheist"", ""Religious""]","[""Marriage""]"
493.0,Sanjaya,27.0,Male,Female,Gampaha,Teacher,4.03,3.87,"[""Vegetarian"", ""Vegan""]","[""Poetry"", ""Painting""]","[""Pop"", ""Hip-Hop"", ""Classical"", ""Playing Instruments""]","[""Anime"", ""Sitcoms"", ""Romance"", ""Documentaries""]","[""Startups"", ""AI & Machine Learning"", ""History""]","[""Fine Dining"", ""Coffee"", ""Craft Beer"", ""Street Food""]","[""Adventure Sports""]","[""PC Gaming"", ""Web3""]","[""Beaches"", ""Cultural Festivals""]","[""Atheist"", ""Family-Oriented"", ""Feminist""]","[""Still Figuring It Out""]"
494.0,Sonal Rajapaksha,36.0,Female,Male,Kalutara,Teacher,2.84,1.0,"[""Nightlife""]","[""Filmmaking"", ""Interior Design"", ""Fashion""]","[""Playing Instruments""]","[""Documentaries"", ""Sci-Fi""]","[""History""]","[""Wine"", ""Coffee"", ""Craft Beer""]","[""Football"", ""Hiking"", ""Adventure Sports"", ""Cricket""]","[""Mobile Gaming""]","[""Road Trips"", ""Beaches""]","[""Atheist""]","[""Casual Dating""]"
495.0,Nimesha,28.0,Male,Female,Galle,Nurse,4.19,3.65,"[""Gym"", ""Vegan"", ""Vegetarian"", ""Night Owl""]","[""Photography""]","[""EDM"", ""Pop"", ""Playing Instruments""]","[""Anime""]","[""Psychology"", ""AI & Machine Learning""]","[""Craft Beer"", ""Street Food""]","[""Cycling""]","[""eSports""]","[""Museums""]","[""Career-Focused""]","[""Open Relationship""]"
496.0,Isuri Tennakon,19.0,Male,Female,Kalutara,Bank Officer,5.04,5.13,"[""Nightlife"", ""Yoga"", ""Vegetarian""]","[""Fashion""]","[""Indie""]","[""Horror"", ""Sci-Fi"", ""Documentaries"", ""Thriller""]","[""Books & Reading""]","[""Street Food"", ""Coffee"", ""Cooking""]","[""Camping"", ""Football"", ""Surfing""]","[""eSports"", ""Mobile Gaming"", ""Console Gaming""]","[""Mountains"", ""Languages"", ""Road Trips""]","[""Religious"", ""Politically Active""]","[""Still Figuring It Out""]"
497.0,Kavindu Ekanayake,35.0,Female,Male,Badulla,Journalist,5.67,3.67,"[""Pet Lover""]","[""Filmmaking""]","[""EDM"", ""K-Pop""]","[""Horror"", ""K-Dramas""]","[""Startups""]","[""Coffee"", ""Street Food""]","[""Cycling"", ""Hiking"", ""Football"", ""Swimming""]","[""Dungeons & Dragons""]","[""Backpacking""]","[""Religious""]","[""Still Figuring It Out""]"
498.0,Dinithi,26.0,Male,Female,Badulla,Construction Worker,5.8,2.97,"[""Early Bird"", ""Digital Nomad"", ""Night Owl"", ""Vegetarian""]","[""DIY & Crafts"", ""Interior Design"", ""Photography"", ""Fashion""]","[""Indie"", ""Pop"", ""K-Pop"", ""Playing Instruments""]","[""Documentaries"", ""K-Dramas"", ""Sitcoms"", ""Sci-Fi""]","[""Science"", ""Technology"", ""Psychology"", ""Philosophy""]","[""Coffee"", ""Wine""]","[""Hiking"", ""Basketball""]","[""Console Gaming"", ""Web3""]","[""Museums""]","[""Politically Active""]","[""Marriage""]"
499.0,Thihansa Pathirana,33.0,Male,Female,Matara,Driver,5.01,1.8,"[""Fitness"", ""Vegan""]","[""Graphic Design"", ""Photography"", ""Interior Design"", ""DIY & Crafts""]","[""Indie"", ""Singing"", ""Classical""]","[""Horror"", ""Documentaries""]","[""Psychology"", ""Self-Improvement"", ""History""]","[""Baking""]","[""Football"", ""Surfing"", ""Hiking""]","[""Web3"", ""eSports"", ""Mobile Gaming""]","[""Backpacking"", ""Beaches"", ""Mountains""]","[""Feminist"", ""Atheist""]","[""Marriage""]"
500.0,Nethmi,36.0,Female,Male,Galle,Farmer,2.96,5.17,"[""Pet Lover"", ""Meditation"", ""Vegan""]","[""Writing"", ""Photography""]","[""K-Pop""]","[""Anime"", ""K-Dramas"", ""Sci-Fi""]","[""Psychology"", ""Technology"", ""Startups""]","[""Street Food""]","[""Surfing""]","[""Web3"", ""Board Games"", ""Crypto"", ""VR""]","[""Backpacking"", ""Luxury Travel"", ""Museums"", ""Languages""]","[""Feminist""]","[""Open Relationship""]"
501.0,Vihangi,27.0,Male,Female,Kegalle,Driver,5.63,2.08,"[""Fitness"", ""Digital Nomad"", ""Pet Lover""]","[""DIY & Crafts""]","[""Rock"", ""Hip-Hop"", ""Singing""]","[""K-Dramas"", ""Sci-Fi"", ""Romance"", ""Documentaries""]","[""Philosophy"", ""History""]","[""Craft Beer"", ""Wine"", ""Baking"", ""Spicy Food""]","[""Surfing"", ""Cycling""]","[""Dungeons & Dragons"", ""Mobile Gaming"", ""Board Games""]","[""Luxury Travel"", ""Mountains""]","[""Politically Active"", ""Atheist""]","[""Casual Dating""]"
502.0,Pinidi,32.0,Female,Male,Monaragala,Journalist,4.24,6.96,"[""Nightlife"", ""Pet Lover""]","[""Writing"", ""Graphic Design"", ""DIY & Crafts"", ""Interior Design""]","[""Indie""]","[""Thriller"", ""Horror"", ""Sci-Fi"", ""Documentaries""]","[""History"", ""Philosophy""]","[""Coffee""]","[""Football"", ""Surfing"", ""Adventure Sports""]","[""Web3"", ""Mobile Gaming""]","[""Beaches"", ""Road Trips""]","[""Atheist""]","[""Open Relationship""]"
503.0,Tharindu,39.0,Male,Female,Hambantota,Lawyer,5.93,3.59,"[""Gym"", ""Nightlife"", ""Traveling""]","[""Photography"", ""DIY & Crafts"", ""Poetry""]","[""Rock"", ""EDM""]","[""Anime"", ""Horror""]","[""Self-Improvement""]","[""Fine Dining"", ""Wine"", ""Street Food""]","[""Camping"", ""Swimming""]","[""Web3"", ""Crypto"", ""Console Gaming""]","[""Backpacking""]","[""Feminist"", ""Family-Oriented"", ""Atheist""]","[""Still Figuring It Out""]"
504.0,Hiruni,23.0,Female,Male,Ratnapura,Farmer,4.27,1.38,"[""Early Bird""]","[""Fashion"", ""DIY & Crafts""]","[""Singing"", ""Classical"", ""Playing Instruments"", ""K-Pop""]","[""Thriller"", ""Sci-Fi"", ""Romance"", ""Sitcoms""]","[""Technology"", ""Science"", ""AI & Machine Learning"", ""Psychology""]","[""Spicy Food""]","[""Cricket""]","[""Web3"", ""Console Gaming"", ""VR"", ""Mobile Gaming""]","[""Luxury Travel"", ""Museums""]","[""Spiritual""]","[""Still Figuring It Out""]"
505.0,Chamara,32.0,Male,Female,Hambantota,Police Officer,2.94,3.63,"[""Nightlife"", ""Early Bird"", ""Gym"", ""Fitness""]","[""Photography"", ""Interior Design"", ""Fashion"", ""Filmmaking""]","[""Classical"", ""Hip-Hop"", ""Jazz"", ""EDM""]","[""Anime"", ""Thriller""]","[""Science"", ""AI & Machine Learning"", ""Philosophy""]","[""Craft Beer"", ""Wine""]","[""Hiking"", ""Swimming"", ""Basketball""]","[""VR"", ""Console Gaming"", ""Mobile Gaming""]","[""Mountains"", ""Luxury Travel""]","[""Religious"", ""Politically Active""]","[""Long-Term Relationship""]"
506.0,Nipuni,20.0,Male,Female,Badulla,Civil Servant,4.23,3.33,"[""Yoga"", ""Digital Nomad""]","[""Writing""]","[""Pop"", ""Hip-Hop""]","[""Documentaries"", ""Thriller"", ""Sitcoms"", ""Anime""]","[""History"", ""Science""]","[""Fine Dining"", ""Wine""]","[""Cycling"", ""Basketball"", ""Swimming""]","[""Console Gaming""]","[""Languages"", ""Museums""]","[""Spiritual"", ""Career-Focused"", ""Environmentalist"", ""Politically Active""]","[""Open Relationship""]"
507.0,Isuri Gunawardena,26.0,Male,Female,Ratnapura,Doctor,4.97,1.49,"[""Fitness"", ""Vegetarian"", ""Yoga"", ""Gym""]","[""Photography""]","[""Pop"", ""Hip-Hop""]","[""K-Dramas"", ""Romance"", ""Thriller""]","[""Startups"", ""Science"", ""Technology""]","[""Baking""]","[""Surfing"", ""Adventure Sports"", ""Cricket""]","[""Console Gaming"", ""Crypto"", ""Mobile Gaming""]","[""Cultural Festivals"", ""Luxury Travel"", ""Mountains""]","[""Religious""]","[""Still Figuring It Out""]"
508.0,Kavindu,19.0,Female,Male,Monaragala,Farmer,6.31,2.47,"[""Pet Lover"", ""Yoga""]","[""DIY & Crafts""]","[""Jazz"", ""Rock""]","[""Horror"", ""Documentaries"", ""Thriller"", ""Sci-Fi""]","[""Books & Reading""]","[""Wine"", ""Spicy Food"", ""Street Food""]","[""Camping""]","[""Crypto""]","[""Languages"", ""Backpacking"", ""Road Trips"", ""Luxury Travel""]","[""Family-Oriented"", ""Spiritual"", ""Politically Active""]","[""Open Relationship""]"
509.0,Dinesh,20.0,Female,Male,Kandy,Civil Servant,2.45,4.22,"[""Early Bird"", ""Pet Lover""]","[""Fashion"", ""Painting"", ""Interior Design"", ""Poetry""]","[""Indie"", ""Classical"", ""Singing""]","[""Documentaries"", ""Sitcoms"", ""Sci-Fi""]","[""Philosophy"", ""Psychology""]","[""Fine Dining"", ""Coffee""]","[""Camping"", ""Cricket""]","[""Web3"", ""Board Games""]","[""Backpacking"", ""Mountains""]","[""Atheist"", ""Politically Active"", ""Religious"", ""Environmentalist""]","[""Long-Term Relationship""]"
510.0,Chamodi,31.0,Female,Male,Badulla,Journalist,6.32,4.18,"[""Early Bird"", ""Yoga"", ""Pet Lover"", ""Vegetarian""]","[""Interior Design"", ""Fashion"", ""Photography""]","[""Classical"", ""Hip-Hop""]","[""Anime""]","[""Philosophy""]","[""Fine Dining""]","[""Cycling"", ""Camping""]","[""Board Games""]","[""Languages"", ""Backpacking""]","[""Career-Focused"", ""Family-Oriented"", ""Religious""]","[""Open Relationship""]"
511.0,Supun Jayawardena,40.0,Female,Male,Badulla,Engineer,5.0,3.75,"[""Nightlife"", ""Traveling""]","[""Filmmaking"", ""Photography"", ""Graphic Design"", ""Interior Design""]","[""Pop"", ""Jazz"", ""Playing Instruments"", ""Singing""]","[""Thriller"", ""Sci-Fi""]","[""Self-Improvement""]","[""Craft Beer"", ""Wine"", ""Fine Dining""]","[""Hiking"", ""Football"", ""Camping""]","[""Crypto""]","[""Languages"", ""Luxury Travel"", ""Backpacking"", ""Road Trips""]","[""Environmentalist"", ""Family-Oriented""]","[""Casual Dating""]"
512.0,Lahiru Bandara,27.0,Male,Female,Colombo,Electrician,3.27,5.66,"[""Gym"", ""Fitness"", ""Digital Nomad""]","[""Fashion"", ""Writing"", ""Photography"", ""Graphic Design""]","[""Classical""]","[""Documentaries"", ""Horror"", ""K-Dramas"", ""Sitcoms""]","[""Psychology"", ""Self-Improvement"", ""History""]","[""Baking"", ""Cooking""]","[""Swimming"", ""Adventure Sports"", ""Basketball"", ""Surfing""]","[""Mobile Gaming"", ""Console Gaming"", ""VR"", ""Board Games""]","[""Museums"", ""Beaches"", ""Road Trips""]","[""Religious""]","[""Open Relationship""]"
513.0,Malith Costa,36.0,Male,Female,Hambantota,Marketing Executive,3.05,1.0,"[""Pet Lover"", ""Night Owl"", ""Traveling"", ""Fitness""]","[""DIY & Crafts""]","[""EDM""]","[""K-Dramas""]","[""Psychology"", ""History"", ""Technology""]","[""Cooking"", ""Spicy Food"", ""Fine Dining""]","[""Cycling"", ""Camping""]","[""Board Games"", ""Web3""]","[""Backpacking"", ""Beaches"", ""Road Trips""]","[""Religious""]","[""Long-Term Relationship""]"
514.0,Kavindu,19.0,Male,Female,Kegalle,Driver,2.77,3.54,"[""Nightlife""]","[""Writing""]","[""K-Pop"", ""Indie"", ""Hip-Hop"", ""EDM""]","[""K-Dramas"", ""Documentaries"", ""Sitcoms""]","[""Books & Reading"", ""Self-Improvement""]","[""Coffee"", ""Spicy Food""]","[""Basketball"", ""Surfing"", ""Cricket""]","[""Console Gaming""]","[""Beaches""]","[""Career-Focused"", ""Feminist""]","[""Casual Dating""]"
515.0,Bimasha,37.0,Male,Female,Badulla,Student,5.66,5.12,"[""Vegetarian"", ""Night Owl"", ""Yoga"", ""Gym""]","[""DIY & Crafts"", ""Fashion""]","[""Rock"", ""Pop""]","[""Romance"", ""Horror""]","[""Books & Reading"", ""Technology""]","[""Baking"", ""Wine"", ""Spicy Food"", ""Coffee""]","[""Cricket""]","[""Console Gaming"", ""Dungeons & Dragons"", ""Board Games""]","[""Mountains"", ""Languages"", ""Beaches""]","[""Family-Oriented"", ""Politically Active"", ""Career-Focused""]","[""Long-Term Relationship""]"
516.0,Dinesh,21.0,Male,Female,Badulla,Engineer,2.91,4.61,"[""Fitness"", ""Early Bird""]","[""Interior Design"", ""DIY & Crafts"", ""Graphic Design""]","[""Pop"", ""Jazz""]","[""Romance"", ""Sci-Fi""]","[""AI & Machine Learning"", ""Self-Improvement"", ""Books & Reading""]","[""Baking"", ""Craft Beer""]","[""Football"", ""Camping"", ""Cricket""]","[""Dungeons & Dragons"", ""Mobile Gaming"", ""VR"", ""eSports""]","[""Backpacking"", ""Luxury Travel""]","[""Spiritual""]","[""Long-Term Relationship""]"
517.0,Sinoli Peris,24.0,Female,Male,Badulla,Business Owner,4.56,3.44,"[""Meditation"", ""Digital Nomad"", ""Gym""]","[""Poetry"", ""Interior Design"", ""Fashion"", ""DIY & Crafts""]","[""Classical"", ""Playing Instruments"", ""Jazz""]","[""Sitcoms""]","[""Technology"", ""History""]","[""Baking""]","[""Cricket"", ""Surfing""]","[""Crypto"", ""Board Games"", ""eSports""]","[""Beaches"", ""Mountains"", ""Cultural Festivals"", ""Luxury Travel""]","[""Spiritual"", ""Career-Focused"", ""Atheist"", ""Politically Active""]","[""Still Figuring It Out""]"
518.0,Hansani,35.0,Female,Male,Colombo,Lawyer,3.23,2.92,"[""Night Owl"", ""Gym""]","[""Interior Design"", ""Painting""]","[""EDM"", ""K-Pop"", ""Classical"", ""Jazz""]","[""Documentaries"", ""Sitcoms"", ""Romance""]","[""Startups"", ""Psychology"", ""History"", ""AI & Machine Learning""]","[""Fine Dining"", ""Craft Beer"", ""Cooking""]","[""Cycling"", ""Surfing"", ""Cricket""]","[""Board Games""]","[""Luxury Travel"", ""Beaches"", ""Mountains""]","[""Atheist"", ""Career-Focused""]","[""Open Relationship""]"
519.0,Hashan,22.0,Female,Male,Monaragala,Police Officer,3.86,1.96,"[""Vegetarian"", ""Meditation""]","[""Writing"", ""Interior Design""]","[""Singing"", ""Hip-Hop"", ""K-Pop""]","[""Sitcoms""]","[""Books & Reading"", ""Self-Improvement"", ""Technology""]","[""Coffee"", ""Baking""]","[""Surfing"", ""Cricket"", ""Camping""]","[""Dungeons & Dragons"", ""Web3"", ""Crypto""]","[""Luxury Travel"", ""Road Trips"", ""Backpacking"", ""Cultural Festivals""]","[""Spiritual"", ""Atheist""]","[""Long-Term Relationship""]"
520.0,Lahiru Edirisinghe,32.0,Male,Female,Monaragala,Teacher,3.01,3.92,"[""Gym"", ""Vegan"", ""Night Owl"", ""Digital Nomad""]","[""Writing"", ""Filmmaking"", ""DIY & Crafts"", ""Interior Design""]","[""Singing"", ""Indie"", ""EDM"", ""Rock""]","[""Sitcoms"", ""Romance"", ""K-Dramas"", ""Sci-Fi""]","[""Science"", ""Self-Improvement""]","[""Spicy Food"", ""Fine Dining""]","[""Cycling""]","[""Dungeons & Dragons"", ""Web3"", ""Crypto"", ""PC Gaming""]","[""Languages"", ""Road Trips""]","[""Politically Active"", ""Environmentalist"", ""Family-Oriented""]","[""Open Relationship""]"
521.0,Vihangi,20.0,Male,Female,Kalutara,Bank Officer,2.12,4.19,"[""Night Owl"", ""Early Bird"", ""Yoga"", ""Vegan""]","[""Photography""]","[""EDM""]","[""Horror"", ""Sitcoms"", ""Thriller"", ""Documentaries""]","[""Self-Improvement"", ""Technology"", ""Science"", ""History""]","[""Craft Beer"", ""Street Food""]","[""Swimming"", ""Cricket""]","[""PC Gaming""]","[""Mountains""]","[""Religious"", ""Environmentalist"", ""Politically Active"", ""Feminist""]","[""Marriage""]"
522.0,Ruwan,40.0,Female,Male,Monaragala,Marketing Executive,4.23,3.35,"[""Yoga""]","[""Filmmaking"", ""DIY & Crafts"", ""Painting""]","[""Singing"", ""Playing Instruments"", ""Indie""]","[""Documentaries"", ""Sitcoms"", ""Romance""]","[""Psychology"", ""Startups""]","[""Street Food"", ""Craft Beer""]","[""Camping"", ""Hiking""]","[""Console Gaming"", ""Web3"", ""VR"", ""PC Gaming""]","[""Cultural Festivals"", ""Backpacking"", ""Languages"", ""Road Trips""]","[""Environmentalist""]","[""Long-Term Relationship""]"
523.0,Sachini,18.0,Female,Male,Kalutara,Marketing Executive,4.57,3.53,"[""Meditation"", ""Digital Nomad""]","[""Graphic Design"", ""Photography"", ""DIY & Crafts""]","[""EDM"", ""Playing Instruments"", ""Jazz""]","[""Horror"", ""Anime""]","[""Technology"", ""History"", ""Startups"", ""AI & Machine Learning""]","[""Street Food"", ""Spicy Food""]","[""Camping"", ""Swimming""]","[""Mobile Gaming"", ""VR""]","[""Backpacking"", ""Mountains"", ""Luxury Travel""]","[""Spiritual"", ""Religious"", ""Atheist""]","[""Marriage""]"
524.0,Amila,36.0,Male,Female,Badulla,Electrician,3.51,1.01,"[""Night Owl"", ""Gym"", ""Traveling""]","[""Filmmaking""]","[""Hip-Hop"", ""Rock"", ""Singing""]","[""Horror"", ""Romance""]","[""Philosophy"", ""Self-Improvement"", ""Startups"", ""Books & Reading""]","[""Street Food"", ""Baking"", ""Coffee"", ""Wine""]","[""Cycling""]","[""Board Games""]","[""Luxury Travel""]","[""Politically Active"", ""Religious"", ""Spiritual""]","[""Casual Dating""]"
525.0,Nuwan,18.0,Male,Female,Kandy,Marketing Executive,1.89,5.21,"[""Early Bird"", ""Vegetarian"", ""Gym""]","[""Painting"", ""Writing"", ""DIY & Crafts"", ""Interior Design""]","[""K-Pop""]","[""Sitcoms""]","[""Books & Reading""]","[""Baking"", ""Spicy Food"", ""Cooking"", ""Street Food""]","[""Surfing"", ""Hiking"", ""Football""]","[""Dungeons & Dragons"", ""VR"", ""Mobile Gaming"", ""Crypto""]","[""Beaches"", ""Languages""]","[""Feminist"", ""Spiritual"", ""Career-Focused"", ""Politically Active""]","[""Casual Dating""]"
526.0,Don,22.0,Male,Female,Colombo,Business Owner,2.55,4.6,"[""Vegetarian"", ""Nightlife""]","[""Photography""]","[""K-Pop"", ""Pop"", ""Singing""]","[""Anime"", ""Documentaries""]","[""AI & Machine Learning"", ""Philosophy""]","[""Coffee"", ""Baking"", ""Wine""]","[""Hiking"", ""Basketball""]","[""Web3"", ""PC Gaming"", ""Board Games""]","[""Beaches""]","[""Atheist"", ""Career-Focused"", ""Religious""]","[""Still Figuring It Out""]"
527.0,Dasun,30.0,Male,Female,Ratnapura,Farmer,3.77,4.31,"[""Vegetarian""]","[""Interior Design"", ""Painting""]","[""Playing Instruments"", ""Classical"", ""Indie""]","[""K-Dramas""]","[""History""]","[""Wine"", ""Cooking"", ""Fine Dining""]","[""Cycling"", ""Hiking"", ""Camping""]","[""PC Gaming"", ""Web3"", ""Crypto"", ""Console Gaming""]","[""Road Trips""]","[""Atheist"", ""Spiritual"", ""Environmentalist""]","[""Marriage""]"
528.0,Nethma,27.0,Male,Female,Gampaha,Teacher,1.84,2.56,"[""Early Bird""]","[""Fashion"", ""Photography""]","[""Rock"", ""Hip-Hop"", ""Classical"", ""Indie""]","[""Thriller"", ""Anime"", ""Documentaries"", ""Sitcoms""]","[""Psychology"", ""Self-Improvement"", ""History"", ""Science""]","[""Street Food"", ""Spicy Food""]","[""Football"", ""Surfing"", ""Camping""]","[""Board Games""]","[""Cultural Festivals"", ""Road Trips"", ""Languages"", ""Backpacking""]","[""Family-Oriented""]","[""Open Relationship""]"
529.0,Hiruni Vithanage,33.0,Male,Female,Badulla,Marketing Executive,2.74,3.25,"[""Early Bird"", ""Traveling"", ""Yoga""]","[""Photography""]","[""Playing Instruments"", ""Singing"", ""Classical"", ""K-Pop""]","[""Horror"", ""K-Dramas"", ""Sitcoms""]","[""Self-Improvement"", ""History""]","[""Cooking"", ""Spicy Food"", ""Wine""]","[""Swimming""]","[""Crypto"", ""PC Gaming"", ""Mobile Gaming""]","[""Luxury Travel"", ""Road Trips"", ""Cultural Festivals""]","[""Politically Active"", ""Environmentalist""]","[""Long-Term Relationship""]"
530.0,Kasun,18.0,Male,Female,Monaragala,Software Developer,2.44,4.21,"[""Night Owl""]","[""Fashion""]","[""Singing"", ""Classical""]","[""K-Dramas"", ""Horror"", ""Thriller"", ""Anime""]","[""History""]","[""Wine""]","[""Hiking""]","[""PC Gaming""]","[""Languages"", ""Beaches"", ""Cultural Festivals""]","[""Feminist"", ""Career-Focused"", ""Religious"", ""Spiritual""]","[""Still Figuring It Out""]"
531.0,Kalana,24.0,Female,Male,Badulla,Lawyer,2.04,4.69,"[""Vegetarian"", ""Gym""]","[""Photography"", ""Writing"", ""Fashion""]","[""K-Pop"", ""EDM""]","[""Documentaries"", ""Thriller"", ""Romance""]","[""Technology"", ""Self-Improvement""]","[""Street Food"", ""Fine Dining"", ""Wine"", ""Coffee""]","[""Cricket"", ""Cycling""]","[""PC Gaming"", ""Board Games"", ""Crypto"", ""Web3""]","[""Cultural Festivals""]","[""Career-Focused""]","[""Casual Dating""]"
532.0,Sahan,20.0,Male,Female,Matara,Doctor,3.32,1.44,"[""Fitness"", ""Meditation"", ""Yoga"", ""Vegetarian""]","[""Interior Design"", ""Poetry"", ""Photography""]","[""Singing"", ""K-Pop"", ""Playing Instruments""]","[""Thriller"", ""Sitcoms"", ""Anime""]","[""AI & Machine Learning""]","[""Coffee"", ""Fine Dining"", ""Baking"", ""Street Food""]","[""Camping"", ""Football"", ""Hiking""]","[""Web3"", ""Console Gaming"", ""VR"", ""PC Gaming""]","[""Museums"", ""Backpacking"", ""Road Trips"", ""Luxury Travel""]","[""Politically Active""]","[""Still Figuring It Out""]"
533.0,Sinoli,37.0,Male,Female,Monaragala,Pharmacist,3.27,3.13,"[""Vegetarian"", ""Meditation"", ""Gym"", ""Yoga""]","[""Fashion"", ""Painting"", ""Poetry"", ""Writing""]","[""Jazz"", ""EDM"", ""Pop"", ""Singing""]","[""Sci-Fi"", ""Sitcoms"", ""Horror"", ""Anime""]","[""Self-Improvement"", ""AI & Machine Learning"", ""Startups""]","[""Coffee"", ""Wine""]","[""Camping"", ""Cricket""]","[""eSports"", ""Board Games"", ""Crypto""]","[""Cultural Festivals"", ""Backpacking"", ""Languages"", ""Mountains""]","[""Career-Focused"", ""Atheist"", ""Politically Active"", ""Environmentalist""]","[""Marriage""]"
534.0,Roneth Jayasuriya,19.0,Male,Female,Badulla,Accountant,3.67,3.68,"[""Pet Lover"", ""Gym""]","[""Interior Design"", ""Fashion"", ""Painting"", ""Poetry""]","[""K-Pop"", ""Playing Instruments"", ""Rock"", ""Pop""]","[""Documentaries"", ""Sci-Fi"", ""Anime"", ""Romance""]","[""Technology"", ""Books & Reading"", ""Science""]","[""Wine"", ""Fine Dining"", ""Coffee"", ""Spicy Food""]","[""Cycling""]","[""Mobile Gaming"", ""Web3"", ""PC Gaming"", ""Crypto""]","[""Backpacking"", ""Museums"", ""Mountains"", ""Cultural Festivals""]","[""Politically Active""]","[""Still Figuring It Out""]"
535.0,Vimukthi Gunarathna,38.0,Female,Male,Hambantota,Bank Officer,2.01,2.03,"[""Yoga"", ""Gym"", ""Digital Nomad"", ""Vegan""]","[""Graphic Design"", ""Filmmaking"", ""Fashion"", ""Painting""]","[""Hip-Hop""]","[""K-Dramas"", ""Sci-Fi"", ""Horror"", ""Thriller""]","[""Psychology"", ""Startups"", ""Technology""]","[""Coffee""]","[""Camping""]","[""Board Games"", ""Web3"", ""Mobile Gaming"", ""PC Gaming""]","[""Luxury Travel"", ""Mountains"", ""Cultural Festivals"", ""Backpacking""]","[""Career-Focused"", ""Politically Active""]","[""Open Relationship""]"
536.0,Ruwan Gunathilaka,23.0,Male,Female,Ratnapura,Marketing Executive,2.93,3.35,"[""Gym""]","[""Poetry"", ""DIY & Crafts""]","[""Classical"", ""Jazz""]","[""Anime""]","[""AI & Machine Learning""]","[""Craft Beer"", ""Wine"", ""Coffee"", ""Baking""]","[""Surfing"", ""Cricket""]","[""eSports""]","[""Backpacking"", ""Cultural Festivals"", ""Mountains"", ""Languages""]","[""Spiritual"", ""Religious""]","[""Long-Term Relationship""]"
537.0,Udara,39.0,Male,Female,Kalutara,Journalist,2.01,3.53,"[""Meditation"", ""Nightlife"", ""Yoga""]","[""Poetry"", ""Graphic Design"", ""Painting""]","[""EDM""]","[""Horror"", ""Sitcoms""]","[""Technology"", ""Books & Reading""]","[""Fine Dining"", ""Coffee"", ""Street Food""]","[""Basketball""]","[""Dungeons & Dragons"", ""Console Gaming"", ""VR""]","[""Languages"", ""Mountains""]","[""Family-Oriented""]","[""Long-Term Relationship""]"
